Customer_ID,Product,Quantity,Price,Total_Sales,Region,Date
C00082,Keyboard,2,12000,24000,South,2025-07-07
C00083,Laptop,7,8000,56000,North,2025-03-17
C00084,Printer,3,8000,24000,North,2025-05-01
C00085,Monitor,4,1500,6000,North,2025-07-20
C00086,Printer,7,1500,10500,West,2025-03-01
C00087,Laptop,3,12000,36000,West,2025-06-21
C00088,Mouse,4,1500,6000,West,2025-02-20
C00089,Printer,5,25000,125000,East,2025-02-01
C00090,Printer,2,25000,50000,North,2025-02-26
C00091,Keyboard,10,12000,120000,East,2025-10-03
C00092,Printer,10,12000,120000,East,2025-07-14
C00093,Tablet,8,8000,64000,East,2025-10-29
C00094,Keyboard,2,500,1000,East,2025-09-13
C00095,Tablet,5,50000,250000,North,2025-01-17
C00096,Mouse,4,25000,100000,East,2025-04-19
C00097,Mouse,2,50000,100000,West,2025-05-05
C00098,Printer,9,25000,225000,South,2025-12-26
C00099,Monitor,5,50000,250000,South,2025-08-07
C00100,Laptop,7,25000,175000,North,2025-06-20
C00101,Printer,7,50000,350000,East,2025-12-08
C00102,Mouse,4,12000,48000,North,2025-08-06
C00103,Printer,4,8000,32000,East,2025-09-25
C00104,Laptop,10,1500,15000,East,2025-07-15
C00105,Printer,9,50000,450000,South,2025-05-29
C00106,Printer,6,1500,9000,South,2025-10-09
C00107,Printer,6,50000,300000,North,2025-05-14
C00108,Monitor,1,8000,8000,East,2025-12-08
C00109,Keyboard,3,1500,4500,North,2025-05-02
C00110,Printer,1,25000,25000,East,2025-11-06
C00111,Mouse,9,25000,225000,East,2025-01-27
C00112,Printer,10,12000,120000,East,2025-07-07
C00113,Monitor,2,1500,3000,West,2025-06-25
C00114,Keyboard,3,25000,75000,East,2025-12-09
C00115,Monitor,4,50000,200000,South,2025-05-17
C00116,Monitor,9,12000,108000,North,2025-06-02
C00117,Laptop,5,12000,60000,South,2025-01-23
C00118,Laptop,1,8000,8000,East,2025-01-27
C00119,Mouse,6,50000,300000,South,2025-07-24
C00120,Laptop,2,50000,100000,South,2025-02-18
C00121,Keyboard,7,25000,175000,East,2025-05-03
C00122,Printer,9,500,4500,North,2025-12-14
C00123,Monitor,1,500,500,West,2025-04-17
C00124,Keyboard,10,500,5000,West,2025-12-10
C00125,Tablet,7,1500,10500,North,2025-06-02
C00126,Monitor,1,500,500,West,2025-11-30
C00127,Laptop,3,12000,36000,East,2025-05-08
C00128,Printer,2,500,1000,West,2025-10-02
C00129,Monitor,9,8000,72000,West,2025-02-24
C00130,Monitor,8,12000,96000,South,2025-09-05
C00131,Monitor,4,500,2000,West,2025-05-02
C00132,Monitor,6,1500,9000,West,2025-11-02
C00133,Laptop,4,1500,6000,East,2025-06-16
C00134,Monitor,5,50000,250000,South,2025-06-12
C00135,Printer,7,50000,350000,North,2025-08-26
C00136,Mouse,2,12000,24000,South,2025-07-19
C00137,Monitor,8,50000,400000,South,2025-07-21
C00138,Laptop,10,500,5000,South,2025-11-24
C00139,Keyboard,10,1500,15000,West,2025-09-28
C00140,Keyboard,2,500,1000,East,2025-01-21
C00141,Tablet,5,12000,60000,South,2025-12-15
C00142,Mouse,3,500,1500,North,2025-07-25
C00143,Mouse,7,50000,350000,East,2025-01-26
C00144,Keyboard,4,25000,100000,North,2025-05-20
C00145,Tablet,4,50000,200000,East,2025-01-08
C00146,Tablet,2,25000,50000,South,2025-07-22
C00147,Laptop,6,500,3000,East,2025-08-18
C00148,Mouse,6,12000,72000,South,2025-12-16
C00149,Printer,6,500,3000,North,2025-09-05
C00150,Laptop,4,500,2000,South,2025-10-14
C00151,Tablet,8,8000,64000,East,2025-10-22
C00152,Mouse,7,8000,56000,East,2025-06-23
C00153,Tablet,2,500,1000,West,2025-05-23
C00154,Mouse,4,12000,48000,North,2025-09-06
C00155,Keyboard,7,1500,10500,East,2025-01-27
C00156,Monitor,2,12000,24000,East,2025-07-25
C00157,Laptop,4,25000,100000,North,2025-03-05
C00158,Monitor,9,12000,108000,South,2025-03-13
C00159,Monitor,5,50000,250000,North,2025-11-17
C00160,Printer,6,500,3000,North,2025-06-16
C00161,Tablet,7,25000,175000,South,2025-07-20
C00162,Monitor,4,50000,200000,North,2025-02-10
C00163,Keyboard,9,25000,225000,East,2025-04-10
C00164,Keyboard,1,25000,25000,North,2025-06-16
C00165,Keyboard,5,25000,125000,North,2025-11-27
C00166,Printer,6,500,3000,West,2025-06-10
C00167,Mouse,3,50000,150000,East,2025-08-18
C00168,Mouse,8,1500,12000,South,2025-09-12
C00169,Keyboard,1,1500,1500,West,2025-03-14
C00170,Laptop,7,25000,175000,West,2025-04-09
C00171,Laptop,7,25000,175000,North,2025-07-13
C00172,Laptop,8,12000,96000,South,2025-05-24
C00173,Printer,3,500,1500,East,2025-10-25
C00174,Printer,2,8000,16000,North,2025-05-31
C00175,Printer,6,50000,300000,East,2025-06-13
C00176,Keyboard,10,12000,120000,North,2025-03-04
C00177,Printer,8,12000,96000,West,2025-09-14
C00178,Laptop,3,8000,24000,South,2025-09-25
C00179,Tablet,5,12000,60000,East,2025-06-18
C00180,Monitor,3,1500,4500,West,2025-09-02
C00181,Tablet,8,1500,12000,East,2025-12-22
C00182,Laptop,6,25000,150000,East,2025-05-27
C00183,Keyboard,5,50000,250000,West,2025-01-07
C00184,Printer,1,1500,1500,East,2025-02-27
C00185,Keyboard,7,1500,10500,South,2025-08-23
C00186,Keyboard,5,8000,40000,South,2025-10-15
C00187,Laptop,1,500,500,East,2025-07-16
C00188,Keyboard,2,25000,50000,South,2025-09-10
C00189,Mouse,8,1500,12000,North,2025-01-05
C00190,Mouse,8,25000,200000,East,2025-08-31
C00191,Printer,5,12000,60000,East,2025-08-21
C00192,Monitor,8,500,4000,East,2025-12-12
C00193,Monitor,8,1500,12000,South,2025-05-24
C00194,Keyboard,7,12000,84000,North,2025-10-21
C00195,Tablet,3,500,1500,North,2025-03-30
C00196,Laptop,5,25000,125000,East,2025-11-25
C00197,Keyboard,9,50000,450000,North,2025-07-21
C00198,Laptop,4,1500,6000,East,2025-10-05
C00199,Keyboard,7,8000,56000,North,2025-07-11
C00200,Tablet,9,50000,450000,South,2025-09-30
C00201,Keyboard,6,500,3000,West,2025-10-23
C00202,Tablet,6,12000,72000,South,2025-10-04
C00203,Keyboard,2,25000,50000,South,2025-12-26
C00204,Printer,5,25000,125000,West,2025-12-12
C00205,Keyboard,1,12000,12000,North,2025-10-18
C00206,Mouse,2,12000,24000,South,2025-07-11
C00207,Printer,6,25000,150000,South,2025-02-03
C00208,Tablet,3,50000,150000,South,2025-05-30
C00209,Mouse,4,8000,32000,West,2025-08-10
C00210,Printer,4,500,2000,West,2025-12-17
C00211,Mouse,5,500,2500,North,2025-04-26
C00212,Printer,7,25000,175000,West,2025-12-20
C00213,Printer,5,12000,60000,North,2025-07-31
C00214,Keyboard,9,8000,72000,North,2025-11-15
C00215,Printer,5,25000,125000,East,2025-09-16
C00216,Mouse,10,1500,15000,South,2025-07-29
C00217,Laptop,10,8000,80000,North,2025-10-23
C00218,Laptop,5,8000,40000,North,2025-08-17
C00219,Keyboard,8,500,4000,East,2025-10-24
C00220,Tablet,5,8000,40000,South,2025-06-13
C00221,Laptop,9,12000,108000,South,2025-01-14
C00222,Keyboard,8,1500,12000,South,2025-03-18
C00223,Printer,4,500,2000,North,2025-07-12
C00224,Mouse,4,500,2000,West,2025-02-06
C00225,Printer,9,500,4500,South,2025-06-16
C00226,Mouse,6,50000,300000,West,2025-01-05
C00227,Printer,7,8000,56000,East,2025-07-06
C00228,Monitor,7,8000,56000,North,2025-03-19
C00229,Monitor,2,25000,50000,South,2025-09-30
C00230,Mouse,3,1500,4500,West,2025-07-16
C00231,Keyboard,10,8000,80000,North,2025-11-27
C00232,Tablet,3,8000,24000,North,2025-11-26
C00233,Laptop,9,12000,108000,East,2025-05-25
C00234,Printer,4,1500,6000,South,2025-06-01
C00235,Keyboard,9,8000,72000,East,2025-07-06
C00236,Printer,6,12000,72000,West,2025-08-22
C00237,Monitor,1,25000,25000,East,2025-08-28
C00238,Keyboard,3,8000,24000,South,2025-06-18
C00239,Mouse,10,500,5000,West,2025-07-10
C00240,Monitor,3,1500,4500,North,2025-01-05
C00241,Laptop,3,1500,4500,West,2025-01-27
C00242,Monitor,2,50000,100000,North,2025-06-06
C00243,Laptop,7,500,3500,North,2025-12-09
C00244,Monitor,9,500,4500,South,2025-05-16
C00245,Monitor,10,1500,15000,North,2025-12-29
C00246,Laptop,9,12000,108000,West,2025-04-26
C00247,Printer,9,50000,450000,East,2025-01-19
C00248,Keyboard,10,8000,80000,North,2025-04-22
C00249,Printer,6,25000,150000,East,2025-05-22
C00250,Laptop,9,1500,13500,North,2025-02-25
C00251,Mouse,7,25000,175000,East,2025-05-26
C00252,Keyboard,2,50000,100000,West,2025-08-02
C00253,Mouse,1,500,500,North,2025-03-13
C00254,Mouse,1,8000,8000,South,2025-10-21
C00255,Monitor,4,25000,100000,East,2025-03-04
C00256,Laptop,5,50000,250000,West,2025-11-01
C00257,Printer,7,500,3500,East,2025-02-13
C00258,Laptop,6,8000,48000,South,2025-04-08
C00259,Mouse,4,8000,32000,North,2025-05-12
C00260,Monitor,8,8000,64000,East,2025-04-15
C00261,Printer,9,25000,225000,South,2025-08-28
C00262,Mouse,3,500,1500,West,2025-04-14
C00263,Mouse,3,12000,36000,East,2025-02-17
C00264,Tablet,10,25000,250000,West,2025-02-28
C00265,Tablet,10,12000,120000,East,2025-11-24
C00266,Monitor,4,12000,48000,North,2025-08-16
C00267,Keyboard,6,12000,72000,North,2025-12-09
C00268,Keyboard,6,50000,300000,East,2025-02-23
C00269,Monitor,7,25000,175000,North,2025-09-07
C00270,Monitor,9,50000,450000,South,2025-05-26
C00271,Mouse,2,500,1000,East,2025-11-14
C00272,Laptop,6,1500,9000,North,2025-07-18
C00273,Laptop,3,8000,24000,North,2025-03-01
C00274,Tablet,8,50000,400000,North,2025-09-05
C00275,Keyboard,6,50000,300000,South,2025-07-31
C00276,Keyboard,8,12000,96000,East,2025-12-20
C00277,Keyboard,10,12000,120000,South,2025-10-20
C00278,Printer,8,25000,200000,North,2025-10-26
C00279,Laptop,9,50000,450000,East,2025-05-17
C00280,Laptop,9,12000,108000,West,2025-05-24
C00281,Mouse,7,8000,56000,North,2025-08-09
C00282,Keyboard,4,12000,48000,North,2025-10-30
C00283,Printer,4,1500,6000,North,2025-03-29
C00284,Keyboard,4,50000,200000,South,2025-04-13
C00285,Keyboard,7,50000,350000,North,2025-12-23
C00286,Tablet,9,25000,225000,East,2025-09-05
C00287,Laptop,4,8000,32000,East,2025-06-26
C00288,Monitor,6,8000,48000,East,2025-03-17
C00289,Monitor,5,1500,7500,North,2025-04-23
C00290,Keyboard,7,50000,350000,South,2025-06-09
C00291,Printer,9,50000,450000,East,2025-10-28
C00292,Mouse,5,8000,40000,East,2025-08-13
C00293,Tablet,4,25000,100000,West,2025-05-03
C00294,Mouse,3,50000,150000,North,2025-10-24
C00295,Monitor,5,50000,250000,West,2025-08-29
C00296,Monitor,5,8000,40000,South,2025-12-06
C00297,Tablet,2,1500,3000,South,2025-07-04
C00298,Keyboard,10,500,5000,West,2025-12-24
C00299,Mouse,9,50000,450000,South,2025-09-21
C00300,Laptop,3,25000,75000,West,2025-11-05
C00301,Keyboard,10,8000,80000,East,2025-06-25
C00302,Printer,3,500,1500,South,2025-03-12
C00303,Laptop,5,500,2500,South,2025-07-02
C00304,Tablet,2,12000,24000,West,2025-11-07
C00305,Monitor,7,25000,175000,West,2025-10-17
C00306,Laptop,5,8000,40000,West,2025-08-02
C00307,Mouse,3,50000,150000,West,2025-01-05
C00308,Monitor,3,50000,150000,South,2025-05-17
C00309,Mouse,10,12000,120000,West,2025-02-18
C00310,Laptop,7,25000,175000,West,2025-04-21
C00311,Monitor,2,500,1000,West,2025-12-19
C00312,Printer,2,50000,100000,South,2025-09-21
C00313,Laptop,1,500,500,East,2025-02-03
C00314,Mouse,3,1500,4500,West,2025-06-07
C00315,Mouse,8,500,4000,South,2025-07-31
C00316,Monitor,1,8000,8000,East,2025-11-12
C00317,Printer,3,1500,4500,West,2025-05-07
C00318,Printer,1,1500,1500,North,2025-12-12
C00319,Tablet,7,8000,56000,East,2025-11-27
C00320,Printer,9,1500,13500,North,2025-11-22
C00321,Mouse,6,25000,150000,West,2025-05-04
C00322,Laptop,10,500,5000,South,2025-06-19
C00323,Monitor,7,12000,84000,East,2025-05-26
C00324,Tablet,8,8000,64000,North,2025-11-19
C00325,Tablet,4,1500,6000,North,2025-01-30
C00326,Mouse,9,12000,108000,West,2025-08-07
C00327,Mouse,7,8000,56000,West,2025-01-08
C00328,Laptop,1,25000,25000,South,2025-03-09
C00329,Laptop,1,8000,8000,East,2025-01-06
C00330,Monitor,9,12000,108000,North,2025-02-02
C00331,Monitor,3,1500,4500,North,2025-12-25
C00332,Keyboard,5,500,2500,East,2025-01-17
C00333,Mouse,8,12000,96000,North,2025-11-29
C00334,Printer,8,500,4000,East,2025-01-16
C00335,Keyboard,1,25000,25000,East,2025-07-25
C00336,Printer,7,500,3500,North,2025-10-26
C00337,Tablet,10,500,5000,East,2025-10-21
C00338,Mouse,4,25000,100000,North,2025-02-18
C00339,Mouse,6,25000,150000,South,2025-08-23
C00340,Tablet,3,1500,4500,East,2025-11-20
C00341,Monitor,8,50000,400000,South,2025-09-16
C00342,Mouse,2,12000,24000,North,2025-04-18
C00343,Monitor,6,1500,9000,East,2025-07-02
C00344,Monitor,5,12000,60000,North,2025-12-29
C00345,Tablet,7,8000,56000,West,2025-01-29
C00346,Mouse,5,25000,125000,West,2025-06-09
C00347,Tablet,10,8000,80000,West,2025-04-23
C00348,Tablet,10,8000,80000,South,2025-02-25
C00349,Mouse,3,1500,4500,North,2025-06-10
C00350,Laptop,1,500,500,West,2025-03-25
C00351,Monitor,5,50000,250000,East,2025-08-08
C00352,Laptop,6,12000,72000,South,2025-03-19
C00353,Mouse,8,12000,96000,North,2025-05-07
C00354,Keyboard,6,500,3000,West,2025-03-01
C00355,Tablet,6,500,3000,South,2025-06-22
C00356,Tablet,1,8000,8000,South,2025-10-18
C00357,Laptop,8,500,4000,West,2025-09-04
C00358,Tablet,4,8000,32000,East,2025-02-22
C00359,Laptop,4,1500,6000,South,2025-07-07
C00360,Printer,5,500,2500,West,2025-06-27
C00361,Tablet,1,25000,25000,South,2025-05-05
C00362,Tablet,5,500,2500,South,2025-10-27
C00363,Mouse,4,1500,6000,North,2025-08-15
C00364,Tablet,3,500,1500,North,2025-08-09
C00365,Laptop,3,500,1500,North,2025-05-10
C00366,Monitor,1,500,500,South,2025-10-02
C00367,Keyboard,9,8000,72000,West,2025-10-19
C00368,Mouse,3,500,1500,West,2025-02-09
C00369,Laptop,9,1500,13500,North,2025-09-18
C00370,Printer,9,500,4500,East,2025-10-30
C00371,Keyboard,5,500,2500,South,2025-06-03
C00372,Monitor,9,500,4500,West,2025-08-07
C00373,Keyboard,3,500,1500,South,2025-12-04
C00374,Keyboard,2,500,1000,South,2025-01-02
C00375,Tablet,9,12000,108000,East,2025-08-20
C00376,Laptop,7,12000,84000,North,2025-10-28
C00377,Printer,7,1500,10500,South,2025-04-04
C00378,Printer,10,1500,15000,North,2025-08-28
C00379,Keyboard,1,12000,12000,South,2025-07-24
C00380,Mouse,2,12000,24000,North,2025-01-06
C00381,Laptop,10,500,5000,West,2025-01-20
C00382,Tablet,2,8000,16000,South,2025-10-15
C00383,Tablet,5,12000,60000,South,2025-06-12
C00384,Mouse,1,12000,12000,South,2025-12-27
C00385,Laptop,4,25000,100000,South,2025-10-31
C00386,Laptop,2,1500,3000,North,2025-08-26
C00387,Laptop,3,25000,75000,East,2025-05-30
C00388,Printer,9,8000,72000,North,2025-11-06
C00389,Tablet,3,8000,24000,North,2025-03-18
C00390,Laptop,9,1500,13500,East,2025-11-10
C00391,Printer,9,500,4500,South,2025-06-12
C00392,Mouse,6,500,3000,East,2025-12-30
C00393,Keyboard,6,1500,9000,North,2025-08-20
C00394,Monitor,4,25000,100000,West,2025-04-03
C00395,Printer,7,12000,84000,East,2025-07-23
C00396,Tablet,9,1500,13500,South,2025-06-24
C00397,Laptop,9,1500,13500,West,2025-05-08
C00398,Mouse,2,25000,50000,East,2025-05-26
C00399,Mouse,7,8000,56000,West,2025-08-07
C00400,Mouse,2,50000,100000,East,2025-09-13
C00401,Tablet,5,1500,7500,East,2025-03-08
C00402,Printer,1,25000,25000,West,2025-08-20
C00403,Mouse,6,25000,150000,West,2025-04-23
C00404,Tablet,9,50000,450000,East,2025-06-15
C00405,Keyboard,9,12000,108000,South,2025-02-11
C00406,Monitor,8,12000,96000,North,2025-12-06
C00407,Keyboard,6,12000,72000,North,2025-11-20
C00408,Laptop,7,1500,10500,South,2025-11-26
C00409,Tablet,1,8000,8000,South,2025-06-10
C00410,Laptop,8,12000,96000,East,2025-02-17
C00411,Mouse,7,8000,56000,North,2025-04-28
C00412,Mouse,2,12000,24000,West,2025-06-15
C00413,Mouse,7,50000,350000,West,2025-02-13
C00414,Laptop,4,50000,200000,North,2025-01-03
C00415,Laptop,6,50000,300000,West,2025-10-31
C00416,Printer,9,50000,450000,East,2025-08-03
C00417,Tablet,4,50000,200000,North,2025-04-25
C00418,Laptop,10,1500,15000,North,2025-11-12
C00419,Mouse,5,500,2500,East,2025-05-17
C00420,Monitor,6,8000,48000,West,2025-08-17
C00421,Tablet,1,8000,8000,East,2025-12-27
C00422,Printer,2,1500,3000,West,2025-04-27
C00423,Printer,3,500,1500,South,2025-07-15
C00424,Monitor,10,8000,80000,West,2025-12-02
C00425,Keyboard,3,500,1500,West,2025-01-22
C00426,Mouse,4,500,2000,West,2025-11-09
C00427,Tablet,9,8000,72000,North,2025-04-14
C00428,Printer,4,50000,200000,West,2025-11-18
C00429,Laptop,9,25000,225000,East,2025-08-17
C00430,Printer,2,25000,50000,South,2025-09-27
C00431,Laptop,2,50000,100000,West,2025-03-11
C00432,Printer,1,25000,25000,East,2025-02-01
C00433,Printer,2,50000,100000,South,2025-07-10
C00434,Laptop,7,50000,350000,North,2025-08-01
C00435,Keyboard,1,1500,1500,West,2025-03-26
C00436,Laptop,7,25000,175000,South,2025-07-22
C00437,Monitor,6,1500,9000,East,2025-05-04
C00438,Tablet,3,25000,75000,North,2025-12-06
C00439,Laptop,1,1500,1500,South,2025-05-28
C00440,Keyboard,2,8000,16000,East,2025-10-20
C00441,Tablet,2,1500,3000,South,2025-03-01
C00442,Mouse,6,1500,9000,North,2025-03-31
C00443,Laptop,10,500,5000,South,2025-09-28
C00444,Keyboard,5,25000,125000,West,2025-10-04
C00445,Monitor,7,12000,84000,West,2025-09-02
C00446,Monitor,4,50000,200000,West,2025-05-18
C00447,Mouse,1,12000,12000,South,2025-12-28
C00448,Tablet,3,1500,4500,West,2025-05-19
C00449,Monitor,5,1500,7500,West,2025-02-11
C00450,Mouse,9,1500,13500,North,2025-11-30
C00451,Tablet,3,50000,150000,South,2025-07-19
C00452,Tablet,10,500,5000,West,2025-01-30
C00453,Keyboard,7,8000,56000,North,2025-01-27
C00454,Laptop,4,1500,6000,South,2025-03-04
C00455,Monitor,7,500,3500,West,2025-09-27
C00456,Monitor,7,25000,175000,North,2025-06-01
C00457,Laptop,7,50000,350000,East,2025-03-25
C00458,Monitor,9,25000,225000,West,2025-06-11
C00459,Tablet,7,12000,84000,South,2025-08-18
C00460,Laptop,1,1500,1500,North,2025-11-28
C00461,Printer,4,8000,32000,North,2025-11-01
C00462,Laptop,10,12000,120000,West,2025-08-20
C00463,Printer,3,12000,36000,North,2025-02-07
C00464,Keyboard,5,1500,7500,West,2025-07-28
C00465,Laptop,6,50000,300000,East,2025-11-02
C00466,Tablet,6,8000,48000,East,2025-09-19
C00467,Laptop,9,25000,225000,East,2025-05-24
C00468,Monitor,6,50000,300000,South,2025-01-25
C00469,Mouse,1,50000,50000,West,2025-12-25
C00470,Tablet,3,1500,4500,West,2025-07-12
C00471,Printer,7,12000,84000,East,2025-03-13
C00472,Printer,8,1500,12000,East,2025-09-08
C00473,Keyboard,7,12000,84000,East,2025-08-25
C00474,Keyboard,8,8000,64000,North,2025-11-08
C00475,Monitor,3,50000,150000,South,2025-02-28
C00476,Printer,1,25000,25000,South,2025-01-07
C00477,Tablet,10,500,5000,North,2025-10-04
C00478,Laptop,6,12000,72000,South,2025-04-07
C00479,Monitor,8,50000,400000,East,2025-07-25
C00480,Laptop,10,25000,250000,West,2025-03-19
C00481,Mouse,2,25000,50000,East,2025-04-30
C00482,Printer,9,12000,108000,West,2025-11-11
C00483,Mouse,4,8000,32000,East,2025-01-12
C00484,Printer,7,8000,56000,East,2025-05-24
C00485,Keyboard,4,25000,100000,East,2025-05-06
C00486,Mouse,2,8000,16000,North,2025-12-13
C00487,Keyboard,9,1500,13500,West,2025-11-06
C00488,Monitor,4,500,2000,East,2025-10-06
C00489,Printer,1,50000,50000,East,2025-05-23
C00490,Monitor,2,50000,100000,South,2025-11-11
C00491,Tablet,10,1500,15000,West,2025-03-23
C00492,Tablet,9,8000,72000,South,2025-11-02
C00493,Printer,7,50000,350000,West,2025-08-10
C00494,Monitor,8,1500,12000,West,2025-02-27
C00495,Mouse,7,25000,175000,North,2025-03-06
C00496,Keyboard,10,8000,80000,West,2025-01-18
C00497,Laptop,1,50000,50000,West,2025-12-18
C00498,Keyboard,1,12000,12000,South,2025-08-02
C00499,Tablet,7,50000,350000,East,2025-02-07
C00500,Keyboard,10,1500,15000,West,2025-01-27
C00501,Laptop,6,8000,48000,East,2025-02-22
C00502,Monitor,10,8000,80000,North,2025-07-28
C00503,Tablet,5,1500,7500,East,2025-01-05
C00504,Tablet,7,50000,350000,North,2025-03-28
C00505,Mouse,6,8000,48000,South,2025-12-14
C00506,Keyboard,9,1500,13500,East,2025-12-13
C00507,Monitor,7,50000,350000,East,2025-10-30
C00508,Mouse,5,25000,125000,East,2025-06-12
C00509,Mouse,3,12000,36000,North,2025-05-16
C00510,Mouse,4,25000,100000,East,2025-08-18
C00511,Tablet,1,12000,12000,North,2025-02-10
C00512,Printer,2,50000,100000,North,2025-08-06
C00513,Tablet,6,8000,48000,South,2025-02-07
C00514,Printer,1,1500,1500,South,2025-12-03
C00515,Tablet,5,1500,7500,North,2025-03-18
C00516,Laptop,1,25000,25000,East,2025-10-28
C00517,Tablet,2,8000,16000,East,2025-01-29
C00518,Laptop,7,8000,56000,East,2025-10-17
C00519,Keyboard,1,12000,12000,South,2025-12-12
C00520,Monitor,4,50000,200000,South,2025-04-28
C00521,Keyboard,2,8000,16000,South,2025-03-06
C00522,Laptop,1,1500,1500,East,2025-05-08
C00523,Mouse,3,500,1500,East,2025-07-14
C00524,Printer,2,8000,16000,East,2025-05-18
C00525,Mouse,1,500,500,South,2025-02-22
C00526,Mouse,7,500,3500,East,2025-05-16
C00527,Tablet,2,1500,3000,South,2025-10-14
C00528,Laptop,10,50000,500000,East,2025-11-18
C00529,Tablet,5,50000,250000,East,2025-12-05
C00530,Tablet,5,1500,7500,South,2025-06-26
C00531,Monitor,9,50000,450000,South,2025-06-10
C00532,Laptop,8,8000,64000,South,2025-08-31
C00533,Laptop,5,500,2500,West,2025-07-16
C00534,Mouse,10,8000,80000,North,2025-03-24
C00535,Monitor,6,25000,150000,West,2025-12-08
C00536,Laptop,8,8000,64000,North,2025-12-27
C00537,Keyboard,10,500,5000,East,2025-07-27
C00538,Laptop,8,1500,12000,East,2025-12-17
C00539,Monitor,6,12000,72000,East,2025-04-15
C00540,Laptop,7,50000,350000,West,2025-08-09
